"","Gender","SeniorCitizen","Partner","Dependents","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","PaperlessBilling","MonthlyCharges","Churn","sample","FixedCharges","TenureCat.00.06","TenureCat.06.12","TenureCat.12.24","OneYearContract","TwoYearContract","BankTransfer","CreditCard","ECheck"
"4432","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No","Yes",69.8,"No",TRUE,-34.7499999999998,"0","0","1","0","0","0","0","1"
"4433","Male","No","No","No","No","No","DSL","Yes","Yes","No","Yes","No","No","Yes",40.55,"No",TRUE,-109.5,"0","0","0","0","1","0","0","0"
"4434","Female","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","Yes",75.65,"No",TRUE,-0.25,"1","0","0","0","0","0","0","1"
"4435","Female","No","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","No","No",90.7,"No",FALSE,-76.3,"0","0","1","0","0","0","0","1"
"4436","Male","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Yes",80.5,"No",TRUE,-31.5999999999999,"0","0","1","0","0","1","0","0"
"4437","Female","No","No","Yes","Yes","No","DSL","Yes","Yes","Yes","No","No","No","Yes",60.6,"No",TRUE,146.4,"0","0","1","0","0","0","0","1"
"4438","Male","No","Yes","No","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","No",101.15,"No",TRUE,-1.60000000000036,"0","0","0","0","1","0","1","0"
"4441","Male","No","No","No","Yes","No","DSL","No","Yes","No","No","No","Yes","Yes",60,"No",TRUE,-31.4499999999998,"0","0","0","0","1","0","0","1"
"4443","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","Yes","No","Yes",78.5,"Yes",TRUE,6.55000000000001,"1","0","0","0","0","0","0","1"
"4444","Female","No","No","No","Yes","No","DSL","No","No","No","No","No","No","No",44.75,"No",FALSE,0,"1","0","0","0","0","0","0","0"
"4446","Female","No","No","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No","No",98,"No",TRUE,44.4499999999998,"0","0","0","0","1","0","1","0"
"4447","Male","Yes","No","No","Yes","No","Fiber optic","No","No","No","No","Yes","No","Yes",79.9,"Yes",TRUE,21.2,"1","0","0","0","0","0","0","1"
"4448","Male","No","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Yes",107.7,"No",TRUE,-2.70000000000073,"0","0","0","0","0","0","0","1"
"4449","Female","Yes","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Yes",99.7,"Yes",TRUE,-23.6500000000001,"0","0","0","0","0","0","0","1"
"4450","Female","No","No","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","No",104.7,"No",TRUE,51.8000000000002,"0","0","0","0","1","0","0","1"
"4451","Male","No","No","No","Yes","Yes","DSL","No","Yes","No","Yes","No","No","Yes",58.6,"Yes",TRUE,60.7,"0","0","1","0","0","0","1","0"
"4452","Male","Yes","No","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Yes",93.9,"No",TRUE,-25.25,"0","0","0","0","0","1","0","0"
"4453","Female","No","Yes","No","Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","No",86.45,"No",TRUE,-101.3,"0","0","0","0","1","0","1","0"
"4454","Male","No","Yes","No","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Yes",98.5,"Yes",TRUE,52.75,"0","1","0","0","0","0","0","1"
"4456","Female","No","No","No","Yes","No","DSL","No","No","Yes","No","No","No","Yes",50.45,"Yes",TRUE,0,"1","0","0","0","0","0","0","0"
"4458","Male","No","Yes","Yes","Yes","No","Fiber optic","Yes","No","No","No","No","No","No",75,"No",TRUE,-76.05,"0","0","1","0","0","1","0","0"
"4459","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","Yes",94.65,"Yes",FALSE,27.5999999999999,"0","0","0","0","0","0","0","1"
"4460","Female","No","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Yes",100.25,"Yes",TRUE,0,"1","0","0","0","0","0","1","0"
"4461","Male","No","Yes","No","Yes","No","Fiber optic","No","No","Yes","Yes","No","No","No",78.2,"No",TRUE,61.1499999999999,"0","0","1","0","0","0","0","1"
"4462","Male","No","No","No","Yes","No","Fiber optic","No","No","No","Yes","Yes","Yes","Yes",94.2,"No",TRUE,-124.2,"0","0","0","0","0","0","0","1"
"4463","Female","No","No","No","Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Yes",88.45,"Yes",TRUE,6.89999999999986,"0","0","1","0","0","0","0","1"
"4464","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No","Yes",69.85,"Yes",TRUE,0,"1","0","0","0","0","0","0","1"
"4465","Male","No","No","No","Yes","No","Fiber optic","Yes","No","Yes","No","No","No","No",81.7,"Yes",TRUE,-121.8,"0","1","0","0","0","1","0","0"
"4466","Male","No","No","No","No","No","DSL","No","No","Yes","No","Yes","Yes","Yes",50.05,"No",TRUE,-28.1499999999999,"0","0","0","1","0","0","0","1"
"4467","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","Yes","Yes",79.9,"Yes",TRUE,4.69999999999999,"1","0","0","0","0","0","0","1"
"4468","Female","No","Yes","No","Yes","Yes","DSL","No","No","Yes","Yes","No","Yes","Yes",69.55,"No",TRUE,97.2000000000003,"0","0","0","1","0","0","0","0"
"4470","Male","No","No","No","Yes","No","Fiber optic","Yes","Yes","Yes","Yes","No","No","Yes",90.1,"No",FALSE,44.4499999999998,"0","0","0","1","0","0","1","0"
"4471","Male","No","No","No","Yes","No","DSL","No","No","No","No","No","No","Yes",44.65,"No",TRUE,9.94999999999999,"0","1","0","0","0","1","0","0"
"4472","Male","Yes","Yes","No","Yes","Yes","Fiber optic","Yes","No","Yes","No","No","No","Yes",83.75,"Yes",TRUE,-160.2,"0","0","0","0","0","1","0","0"
"4473","Male","No","Yes","Yes","Yes","No","Fiber optic","Yes","No","Yes","No","No","No","No",80.35,"No",TRUE,-88.6499999999996,"0","0","0","0","1","0","1","0"
"4474","Female","Yes","Yes","No","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Yes",98.1,"No",FALSE,-39.9000000000001,"0","0","0","0","0","1","0","0"
"4475","Male","No","No","No","No","No","DSL","No","No","Yes","Yes","Yes","Yes","No",53.35,"No",TRUE,49.0999999999999,"0","0","0","0","1","0","1","0"
"4478","Male","No","Yes","Yes","Yes","No","DSL","Yes","No","No","No","No","No","Yes",48.95,"No",TRUE,25.55,"0","0","1","1","0","1","0","0"
"4479","Female","No","No","No","Yes","No","DSL","No","No","No","No","Yes","No","Yes",54.2,"No",TRUE,-22.2,"1","0","0","0","0","0","0","1"
"4481","Female","No","Yes","No","Yes","No","Fiber optic","No","No","No","No","No","No","Yes",69.4,"Yes",TRUE,0,"1","0","0","0","0","0","0","0"
"4482","Male","No","Yes","No","No","No","DSL","Yes","No","No","No","Yes","No","Yes",40.15,"No",TRUE,-60.25,"0","0","0","0","0","1","0","0"
"4483","Female","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","Yes",74.9,"Yes",TRUE,16.8499999999999,"0","1","0","0","0","0","0","1"
"4485","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No","Yes",70.35,"No",TRUE,0,"1","0","0","0","0","0","0","1"
"4486","Male","No","Yes","No","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","No",91.7,"No",TRUE,23.6999999999998,"0","0","0","0","1","1","0","0"
"4487","Female","No","No","No","Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","No",89.2,"No",TRUE,59.4000000000005,"0","0","0","0","0","0","0","0"
"4489","Female","Yes","Yes","No","Yes","No","Fiber optic","Yes","No","No","No","No","No","Yes",74.15,"Yes",TRUE,115.1,"0","0","0","0","0","0","1","0"
"4490","Female","No","Yes","Yes","Yes","Yes","DSL","No","Yes","No","No","No","No","Yes",53.85,"No",FALSE,-46.5500000000002,"0","0","0","1","0","1","0","0"
"4491","Female","Yes","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Yes",115.6,"No",TRUE,188.650000000001,"0","0","0","1","0","1","0","0"
"4495","Male","No","No","No","Yes","No","Fiber optic","No","Yes","No","No","No","Yes","No",84.3,"No",FALSE,-17.85,"1","0","0","0","0","0","0","1"
"4496","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No","Yes",70.1,"Yes",TRUE,0,"1","0","0","0","0","0","0","1"
"4497","Female","No","Yes","Yes","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","No",89.75,"No",TRUE,133.9,"0","0","0","0","1","0","1","0"
"4498","Male","Yes","Yes","No","Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","Yes",97.95,"No",TRUE,-10,"0","0","0","1","0","0","0","1"
"4500","Female","No","No","Yes","Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Yes",78.3,"Yes",TRUE,-30.3499999999999,"0","1","0","0","0","0","0","1"
"4501","Male","No","Yes","Yes","Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","No",103.9,"No",TRUE,111.249999999999,"0","0","0","1","0","0","1","0"
"4503","Male","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Yes",96.8,"Yes",TRUE,-40.0500000000002,"0","0","0","0","0","0","0","1"
"4504","Female","No","No","No","Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","No","Yes",94.4,"Yes",FALSE,12.6999999999998,"0","0","1","0","0","0","0","1"
"4507","Male","Yes","Yes","No","Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","No","No",77.35,"No",FALSE,-172.95,"0","0","0","0","1","0","1","0"
"4508","Female","No","No","No","Yes","No","DSL","Yes","No","No","Yes","No","Yes","No",66.05,"No",TRUE,46.1,"0","1","0","0","0","1","0","0"
"4510","Female","No","No","No","Yes","No","Fiber optic","No","Yes","No","No","Yes","No","No",84.3,"Yes",TRUE,0,"1","0","0","0","0","0","0","1"
"4511","Female","No","No","No","Yes","Yes","DSL","No","Yes","No","Yes","No","Yes","No",68.15,"No",TRUE,66.5999999999999,"0","0","0","0","0","0","1","0"
"4512","Male","No","No","Yes","Yes","No","DSL","No","Yes","Yes","Yes","Yes","Yes","No",80.85,"No",FALSE,71.5000000000002,"0","0","1","1","0","0","0","1"
"4513","Female","Yes","No","No","Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","No","Yes",75.5,"No",FALSE,-72.3500000000004,"0","0","0","0","1","1","0","0"
"4514","Female","Yes","Yes","Yes","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","No",92.45,"Yes",TRUE,-216.150000000001,"0","0","0","0","1","0","1","0"
"4515","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","Yes","Yes",80.6,"No",TRUE,-11.8499999999999,"0","0","0","0","0","0","0","1"
"4516","Female","No","No","No","Yes","No","Fiber optic","No","Yes","No","No","Yes","No","Yes",83.2,"No",TRUE,-118,"0","0","1","0","0","1","0","0"
"4517","Male","No","Yes","Yes","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Yes",87.55,"No",TRUE,159.55,"0","0","0","0","1","1","0","0"
"4518","Female","Yes","Yes","No","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Yes",99.55,"Yes",TRUE,36.1500000000001,"0","1","0","0","0","0","0","1"
"4519","Male","Yes","No","No","Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Yes",81.25,"Yes",TRUE,-64.05,"0","1","0","0","0","0","0","1"
"4520","Female","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Yes",109.4,"No",TRUE,16.8999999999996,"0","0","0","1","0","1","0","0"
"4522","Female","No","Yes","No","No","No","DSL","Yes","Yes","No","No","Yes","No","No",45.55,"No",TRUE,-33.1499999999996,"0","0","0","0","0","0","0","1"
"4524","Male","Yes","Yes","No","Yes","No","Fiber optic","Yes","No","No","No","No","No","No",75.3,"No",TRUE,-32.55,"0","1","0","0","0","0","0","1"
"4525","Male","No","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No","Yes",99.25,"Yes",TRUE,-96.3499999999999,"0","0","1","0","0","0","0","1"
"4526","Male","No","No","No","Yes","No","Fiber optic","Yes","Yes","Yes","No","No","Yes","Yes",93.4,"No",TRUE,-9.5,"0","0","0","0","0","0","1","0"
"4527","Male","No","No","No","Yes","No","Fiber optic","Yes","No","No","No","No","No","Yes",73.75,"No",TRUE,-2.10000000000002,"0","0","1","0","0","0","1","0"
"4528","Female","No","No","No","Yes","No","Fiber optic","No","No","Yes","Yes","No","No","Yes",80.45,"Yes",TRUE,64,"0","0","0","0","1","0","0","1"
"4529","Female","No","No","No","Yes","No","Fiber optic","No","Yes","Yes","No","Yes","No","Yes",88.15,"No",TRUE,94.5999999999995,"0","0","0","0","0","0","1","0"
"4530","Male","Yes","No","No","Yes","No","DSL","No","No","No","Yes","No","No","No",49.2,"No",TRUE,5.09999999999997,"0","1","0","0","0","0","0","0"
"4532","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Yes",79.35,"Yes",TRUE,-52.9,"0","1","0","0","0","1","0","0"
"4533","Female","No","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Yes",79.75,"Yes",FALSE,-84.4000000000001,"0","0","1","0","0","0","0","1"
"4534","Female","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Yes",105.15,"No",TRUE,89.3499999999995,"0","0","0","0","1","1","0","0"
"4535","Male","No","No","No","Yes","No","DSL","No","No","No","Yes","No","No","No",49,"No",TRUE,0,"1","0","0","0","0","0","1","0"
"4536","Female","No","Yes","Yes","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Yes",100.05,"Yes",FALSE,44.6500000000001,"0","0","0","0","0","0","0","1"
"4537","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No","Yes",69.35,"Yes",FALSE,0,"1","0","0","0","0","0","0","1"
"4538","Male","No","Yes","No","No","No","DSL","No","Yes","No","No","Yes","Yes","Yes",49.8,"No",FALSE,-10.2499999999999,"0","0","1","0","0","0","0","0"
"4539","Female","No","No","No","Yes","No","Fiber optic","No","No","No","Yes","No","Yes","No",85.8,"Yes",TRUE,14.8,"1","0","0","0","0","0","0","1"
"4540","Male","No","Yes","Yes","Yes","Yes","DSL","Yes","No","Yes","No","Yes","Yes","Yes",79.7,"Yes",FALSE,-46.5000000000009,"0","0","0","0","1","0","0","1"
"4542","Female","Yes","No","No","Yes","Yes","DSL","No","No","No","No","No","No","No",50.55,"Yes",TRUE,0,"1","0","0","0","0","0","0","0"
"4543","Female","Yes","Yes","No","Yes","Yes","Fiber optic","No","No","Yes","No","No","No","No",79.3,"No",TRUE,32.4000000000001,"0","0","0","0","0","0","0","0"
"4545","Male","No","Yes","No","Yes","No","Fiber optic","No","No","No","No","Yes","No","Yes",80.55,"Yes",TRUE,0,"1","0","0","0","0","0","0","1"
"4546","Female","No","No","No","Yes","No","DSL","No","No","No","No","No","No","No",44.15,"No",FALSE,0,"1","0","0","0","0","1","0","0"
"4547","Female","No","Yes","Yes","Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No","Yes",84.5,"Yes",TRUE,-97.1,"0","1","0","0","0","0","0","1"
"4548","Male","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes","Yes",105.5,"No",TRUE,-53.8000000000002,"0","0","0","0","0","0","0","1"
"4549","Female","No","No","No","Yes","No","Fiber optic","No","Yes","No","No","No","Yes","Yes",84.3,"Yes",FALSE,1.05000000000018,"0","0","1","0","0","0","0","0"
"4550","Female","No","No","Yes","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","No","No","Yes",92.7,"No",FALSE,-19.0500000000002,"0","0","1","0","0","0","1","0"
"4552","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","No","Yes",96.95,"No",TRUE,3,"0","0","0","0","0","0","1","0"
"4554","Male","No","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Yes",115.8,"No",FALSE,87.2999999999993,"0","0","0","0","1","1","0","0"
"4555","Male","No","No","No","Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Yes",108.2,"No",FALSE,39.6999999999998,"0","0","1","0","0","1","0","0"
"4557","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No","Yes",67.75,"Yes",TRUE,-18.85,"1","0","0","0","0","0","0","1"
"4558","Male","No","No","No","No","No","DSL","No","No","Yes","Yes","Yes","Yes","No",54.9,"No",TRUE,136.05,"0","0","0","1","0","0","1","0"
"4559","Female","Yes","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Yes",85.25,"Yes",TRUE,-14.5,"0","0","0","0","0","0","0","1"
"4561","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Yes",90.35,"No",TRUE,-45.25,"0","1","0","1","0","0","0","1"
"4562","Female","No","Yes","Yes","Yes","Yes","DSL","No","Yes","No","No","No","No","No",55.75,"No",TRUE,0.800000000000011,"0","1","0","0","0","0","0","1"
"4563","Female","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","No",114.6,"No",TRUE,-36.3499999999995,"0","0","0","0","1","1","0","0"
"4564","Female","No","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Yes",80.05,"Yes",TRUE,30.2,"0","1","0","0","0","1","0","0"
"4566","Female","No","Yes","No","No","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","No",66.8,"No",FALSE,-53.6500000000005,"0","0","0","1","0","1","0","0"
"4567","Male","No","Yes","No","Yes","No","Fiber optic","No","Yes","No","Yes","Yes","Yes","Yes",100.3,"No",TRUE,-66.0499999999993,"0","0","0","1","0","0","0","1"
"4568","Male","No","No","No","Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Yes",105.35,"No",FALSE,-41.2499999999995,"0","0","0","0","0","0","0","1"
"4569","Male","No","No","No","Yes","No","Fiber optic","No","Yes","Yes","Yes","No","No","Yes",85.2,"No",TRUE,-30.6000000000004,"0","0","0","1","0","0","0","1"
"4570","Female","No","No","No","Yes","No","DSL","Yes","No","No","No","No","No","Yes",48.8,"Yes",TRUE,-19,"0","0","1","0","0","0","1","0"
"4572","Female","No","Yes","No","Yes","No","Fiber optic","No","No","No","No","No","No","Yes",69.8,"No",TRUE,144.35,"0","0","1","0","0","1","0","0"
"4573","Female","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Yes",106.15,"No",TRUE,42.25,"0","0","0","0","0","0","0","1"
"4575","Female","Yes","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Yes",105.75,"No",TRUE,15.8500000000004,"0","0","0","1","0","0","1","0"
"4578","Female","Yes","Yes","No","Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Yes",104.85,"No",TRUE,-187.8,"0","0","0","1","0","0","0","1"
"4579","Female","No","No","No","Yes","No","DSL","No","No","No","Yes","No","Yes","Yes",60.95,"No",TRUE,20.05,"0","1","0","0","0","0","0","0"
"4580","Male","No","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Yes",81.15,"No",TRUE,124.9,"0","0","0","0","0","0","0","1"
"4583","Male","No","Yes","Yes","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Yes",90.15,"No",TRUE,-73.4499999999998,"0","0","0","0","1","0","1","0"
"4584","Female","No","Yes","No","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","No",90.1,"No",TRUE,-86.1999999999998,"0","0","0","0","1","0","0","1"
"4585","Male","Yes","No","No","Yes","Yes","DSL","Yes","No","Yes","Yes","No","Yes","No",74.1,"No",TRUE,-81.8999999999996,"0","0","0","0","1","0","1","0"
"4586","Female","Yes","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Yes",85.05,"Yes",TRUE,0,"1","0","0","0","0","0","0","1"
"4587","Female","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Yes",118.75,"No",TRUE,122.450000000001,"0","0","0","0","1","1","0","0"
"4588","Female","No","Yes","No","Yes","No","Fiber optic","No","No","No","Yes","No","Yes","No",85.9,"No",TRUE,-36.9500000000003,"0","0","0","0","0","0","1","0"
"4589","Female","No","Yes","No","Yes","Yes","Fiber optic","No","No","Yes","Yes","No","Yes","Yes",95,"No",TRUE,-126.85,"0","0","0","0","0","0","1","0"
"4591","Female","Yes","No","No","Yes","Yes","Fiber optic","Yes","No","Yes","Yes","No","Yes","No",101.3,"No",TRUE,5.50000000000091,"0","0","0","0","1","0","1","0"
"4595","Female","No","Yes","Yes","Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Yes",102.8,"Yes",TRUE,-48.6499999999996,"0","0","1","0","0","0","0","1"
"4596","Female","No","Yes","Yes","Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","No",85.3,"No",TRUE,-240.4,"0","0","0","0","1","1","0","0"
"4597","Male","No","No","No","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Yes",89.6,"No",TRUE,20.2,"0","0","1","1","0","0","1","0"
"4598","Female","No","No","No","Yes","No","Fiber optic","No","No","Yes","Yes","Yes","Yes","Yes",99.95,"Yes",TRUE,-52.0500000000001,"1","0","0","0","0","0","0","0"
"4599","Male","No","No","No","Yes","Yes","DSL","Yes","No","No","No","No","No","No",56.25,"No",TRUE,-42.65,"0","0","1","0","0","0","0","0"
"4600","Female","No","Yes","Yes","Yes","No","DSL","No","No","Yes","No","No","No","Yes",50.95,"No",FALSE,-38.75,"0","0","0","1","0","1","0","0"
"4601","Male","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","No",115.85,"No",TRUE,80.3000000000002,"0","0","0","0","1","0","0","0"
"4602","Male","No","No","No","Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Yes",103.65,"No",TRUE,83.6000000000004,"0","0","0","0","0","1","0","0"
"4604","Male","No","Yes","No","No","No","DSL","Yes","No","No","Yes","No","No","No",35.1,"No",TRUE,-4.20000000000002,"1","0","0","0","0","0","0","0"
"4605","Male","Yes","No","No","Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","Yes",99.1,"No",TRUE,54.6499999999996,"0","0","0","0","0","1","0","0"
"4606","Male","No","Yes","No","Yes","Yes","DSL","No","Yes","No","Yes","No","Yes","No",67.25,"No",TRUE,-2.60000000000036,"0","0","0","0","1","0","0","0"
"4608","Male","No","No","Yes","Yes","No","DSL","No","No","No","Yes","No","Yes","Yes",59.55,"No",TRUE,0,"1","0","0","0","0","0","0","0"
